id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,age_group
2358,User2358,28.0,Female,Mobile,Side,Other,Morning,0,25-44
1755,User1755,41.0,Female,Tablet,Bottom,News,Evening,1,25-44
4348,User4348,62.0,Female,Desktop,Top,Shopping,Afternoon,1,60+
1878,User1878,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
3126,User3126,18.0,Female,Mobile,Bottom,Education,Night,0,18-24
5209,User5209,63.0,Male,Mobile,Side,Social Media,Night,0,60+
1372,User1372,51.0,Male,Tablet,Top,News,Evening,0,45-59
5579,User5579,40.5,Non-Binary,Mobile,Side,Shopping,Evening,1,25-44
1122,User1122,49.0,Non-Binary,Tablet,Top,News,Morning,1,45-59
7995,User7995,38.0,Male,Tablet,Bottom,News,Morning,0,25-44
2530,User2530,37.0,Female,Mobile,Top,Other,Afternoon,0,25-44
9018,User9018,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
7491,User7491,28.0,Female,Mobile,Bottom,Education,Afternoon,0,25-44
7785,User7785,41.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
4750,User4750,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
1623,User1623,50.0,Male,Mobile,Top,Social Media,Morning,0,45-59
6409,User6409,52.0,Male,Desktop,Top,News,Night,1,45-59
2604,User2604,41.0,Non-Binary,Desktop,Top,News,Afternoon,0,25-44
6590,User6590,41.0,Female,Desktop,Bottom,News,Night,0,25-44
4694,User4694,29.0,Female,Mobile,Top,Entertainment,Afternoon,0,25-44
7151,User7151,41.0,Non-Binary,Tablet,Side,News,Morning,1,25-44
5285,User5285,62.0,Male,Mobile,Top,Social Media,Night,0,60+
9130,User9130,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
2332,User2332,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,Night,1,25-44
8198,User8198,43.0,Male,Mobile,Side,Social Media,Morning,0,25-44
3729,User3729,31.0,Female,Mobile,Top,Other,Evening,0,25-44
9473,User9473,38.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
1972,User1972,33.0,Male,Tablet,Bottom,News,Night,0,25-44
1250,User1250,33.0,Female,Mobile,Top,Other,Evening,0,25-44
1091,User1091,43.5,Female,Mobile,Top,Other,Evening,0,25-44
7570,User7570,43.5,Female,Tablet,Bottom,Other,Afternoon,0,25-44
7908,User7908,34.0,Male,Mobile,Side,Social Media,Night,0,25-44
8886,User8886,28.0,Male,Tablet,Side,News,Morning,0,25-44
3393,User3393,37.0,Male,Tablet,Top,Entertainment,Morning,1,25-44
3768,User3768,41.0,Female,Tablet,Bottom,Other,Evening,0,25-44
6471,User6471,36.0,Female,Desktop,Top,Education,Evening,0,25-44
2017,User2017,40.5,Male,Tablet,Bottom,Shopping,Evening,1,25-44
7322,User7322,43.0,Female,Desktop,Bottom,Social Media,Afternoon,1,25-44
319,User319,42.0,Female,Desktop,Bottom,Education,Evening,0,25-44
6556,User6556,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
9555,User9555,37.0,Female,Tablet,Side,Entertainment,Morning,0,25-44
3323,User3323,48.0,Female,Tablet,Side,News,Afternoon,1,45-59
7381,User7381,41.0,Male,Tablet,Side,News,Night,0,25-44
6300,User6300,41.0,Male,Tablet,Side,News,Night,0,25-44
6194,User6194,43.5,Female,Mobile,Top,Other,Evening,0,25-44
6560,User6560,43.5,Male,Mobile,Top,Other,Morning,0,25-44
1706,User1706,40.5,Female,Tablet,Bottom,Shopping,Night,1,25-44
4747,User4747,57.0,Male,Mobile,Bottom,Social Media,Morning,0,45-59
147,User147,42.0,Female,Desktop,Top,Shopping,Night,0,25-44
7003,User7003,35.0,Female,Mobile,Top,Other,Evening,0,25-44
6861,User6861,41.0,Non-Binary,Tablet,Side,News,Afternoon,1,25-44
7766,User7766,37.0,Female,Mobile,Top,Entertainment,Afternoon,1,25-44
2597,User2597,40.5,Female,Mobile,Top,Shopping,Afternoon,0,25-44
1056,User1056,43.5,Male,Mobile,Top,Other,Afternoon,0,25-44
2535,User2535,61.0,Male,Mobile,Bottom,Shopping,Night,0,60+
1992,User1992,41.0,Male,Tablet,Bottom,News,Morning,0,25-44
445,User445,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
896,User896,55.0,Male,Tablet,Bottom,Other,Morning,0,45-59
1497,User1497,26.0,Female,Mobile,Top,Other,Evening,0,25-44
640,User640,41.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
5813,User5813,41.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
4266,User4266,28.0,Male,Desktop,Side,News,Morning,1,25-44
287,User287,43.0,Male,Desktop,Top,Social Media,Night,0,25-44
3022,User3022,37.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
5458,User5458,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
4518,User4518,43.5,Female,Tablet,Bottom,Other,Night,0,25-44
5796,User5796,46.0,Female,Mobile,Bottom,News,Afternoon,1,45-59
1918,User1918,43.5,Female,Mobile,Side,Other,Evening,0,25-44
6572,User6572,43.5,Non-Binary,Mobile,Side,Other,Evening,0,25-44
8255,User8255,22.0,Female,Mobile,Side,Entertainment,Evening,0,18-24
1279,User1279,43.5,Female,Mobile,Side,Other,Morning,0,25-44
1589,User1589,60.0,Female,Mobile,Side,Shopping,Afternoon,0,60+
4912,User4912,43.5,Male,Mobile,Top,Other,Evening,0,25-44
226,User226,46.0,Female,Desktop,Top,Shopping,Morning,1,45-59
2137,User2137,41.0,Male,Tablet,Side,News,Night,1,25-44
9875,User9875,58.0,Female,Tablet,Bottom,News,Evening,0,45-59
2087,User2087,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
2993,User2993,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
5214,User5214,25.0,Female,Tablet,Bottom,News,Evening,0,25-44
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Afternoon,1,18-24
4137,User4137,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
2942,User2942,43.0,Female,Mobile,Top,Social Media,Night,0,25-44
4284,User4284,40.0,Male,Tablet,Side,News,Afternoon,0,25-44
8747,User8747,30.0,Non-Binary,Desktop,Bottom,News,Night,0,25-44
3001,User3001,23.0,Female,Desktop,Top,News,Evening,0,18-24
6651,User6651,57.0,Female,Mobile,Top,Other,Afternoon,0,45-59
1613,User1613,60.0,Male,Mobile,Side,Social Media,Night,0,60+
5577,User5577,43.0,Female,Mobile,Side,Other,Evening,0,25-44
143,User143,37.0,Female,Mobile,Top,Entertainment,Night,0,25-44
5081,User5081,48.0,Female,Mobile,Top,Other,Night,0,45-59
3546,User3546,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
7759,User7759,45.0,Male,Mobile,Bottom,Social Media,Morning,0,45-59
8949,User8949,26.0,Male,Mobile,Side,Social Media,Night,1,25-44
1837,User1837,23.0,Male,Desktop,Top,Social Media,Night,0,18-24
7941,User7941,41.0,Female,Desktop,Bottom,News,Afternoon,1,25-44
9423,User9423,41.0,Non-Binary,Desktop,Side,News,Evening,0,25-44
1730,User1730,42.0,Female,Tablet,Side,News,Evening,0,25-44
6544,User6544,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
4698,User4698,40.0,Female,Mobile,Side,Other,Night,0,25-44
8475,User8475,43.5,Female,Mobile,Top,Other,Evening,0,25-44
3540,User3540,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
36,User36,41.0,Female,Tablet,Bottom,News,Morning,0,25-44
8797,User8797,26.0,Male,Desktop,Top,Social Media,Morning,0,25-44
4901,User4901,38.0,Female,Mobile,Top,Shopping,Evening,0,25-44
4166,User4166,33.0,Male,Tablet,Top,News,Night,0,25-44
4681,User4681,41.0,Female,Mobile,Top,Other,Night,0,25-44
207,User207,43.5,Non-Binary,Mobile,Top,Other,Evening,0,25-44
993,User993,21.0,Male,Mobile,Top,Other,Night,0,18-24
7893,User7893,41.0,Non-Binary,Tablet,Side,News,Morning,0,25-44
2727,User2727,34.0,Male,Mobile,Bottom,Social Media,Afternoon,1,25-44
9409,User9409,42.0,Female,Mobile,Top,Education,Evening,0,25-44
5018,User5018,43.5,Female,Mobile,Top,Other,Morning,0,25-44
8281,User8281,53.0,Male,Mobile,Side,Social Media,Night,0,45-59
1681,User1681,40.5,Female,Tablet,Side,Shopping,Night,0,25-44
1705,User1705,43.5,Female,Tablet,Bottom,Other,Night,0,25-44
98,User98,58.0,Male,Mobile,Top,Social Media,Night,0,45-59
9330,User9330,43.0,Male,Mobile,Bottom,Social Media,Evening,0,25-44
940,User940,43.5,Female,Mobile,Side,Other,Afternoon,0,25-44
9183,User9183,45.0,Male,Mobile,Top,Social Media,Evening,0,45-59
8690,User8690,63.0,Male,Mobile,Top,Social Media,Night,0,60+
7449,User7449,19.0,Female,Tablet,Side,Shopping,Night,0,18-24
703,User703,43.0,Male,Mobile,Side,Social Media,Evening,0,25-44
9928,User9928,50.0,Female,Mobile,Top,Education,Morning,0,45-59
7223,User7223,25.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
1721,User1721,34.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1,25-44
5090,User5090,41.0,Male,Tablet,Top,News,Evening,0,25-44
1967,User1967,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
8418,User8418,40.0,Female,Mobile,Top,Other,Night,0,25-44
23,User23,30.0,Male,Mobile,Side,Shopping,Morning,0,25-44
6435,User6435,43.5,Female,Mobile,Top,Other,Evening,0,25-44
1162,User1162,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
4363,User4363,18.0,Female,Mobile,Bottom,Entertainment,Night,0,18-24
2093,User2093,43.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
5368,User5368,41.0,Male,Tablet,Bottom,News,Night,0,25-44
9022,User9022,41.0,Female,Tablet,Bottom,News,Night,0,25-44
6511,User6511,43.0,Female,Mobile,Top,Social Media,Morning,0,25-44
3960,User3960,49.0,Female,Mobile,Top,Other,Night,0,45-59
1169,User1169,43.5,Female,Mobile,Side,Other,Evening,0,25-44
5966,User5966,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
2127,User2127,41.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
4059,User4059,27.0,Non-Binary,Desktop,Bottom,News,Morning,0,25-44
2845,User2845,64.0,Non-Binary,Tablet,Bottom,News,Evening,0,60+
9306,User9306,37.0,Female,Tablet,Side,Entertainment,Afternoon,0,25-44
4404,User4404,21.0,Female,Tablet,Bottom,News,Morning,0,18-24
9129,User9129,43.5,Female,Mobile,Top,Other,Morning,0,25-44
5980,User5980,40.0,Non-Binary,Desktop,Side,News,Morning,1,25-44
5041,User5041,59.0,Male,Desktop,Side,Shopping,Evening,0,45-59
1905,User1905,62.0,Female,Mobile,Bottom,Education,Night,1,60+
8199,User8199,42.0,Female,Tablet,Side,Education,Afternoon,0,25-44
8353,User8353,41.0,Non-Binary,Desktop,Bottom,News,Evening,1,25-44
2744,User2744,43.0,Female,Mobile,Side,Other,Night,0,25-44
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1,25-44
1425,User1425,26.0,Female,Tablet,Bottom,Other,Evening,0,25-44
1641,User1641,41.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
3450,User3450,41.0,Female,Tablet,Side,News,Evening,0,25-44
9707,User9707,23.0,Female,Desktop,Top,Shopping,Night,0,18-24
8660,User8660,21.0,Non-Binary,Mobile,Top,Other,Evening,0,18-24
3876,User3876,33.0,Female,Mobile,Top,Other,Evening,0,25-44
138,User138,21.0,Non-Binary,Desktop,Side,News,Morning,0,18-24
3647,User3647,23.0,Non-Binary,Tablet,Bottom,News,Night,0,18-24
8061,User8061,41.0,Male,Tablet,Side,News,Night,0,25-44
3742,User3742,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
4087,User4087,43.0,Non-Binary,Desktop,Top,Social Media,Evening,0,25-44
4481,User4481,41.0,Female,Tablet,Side,News,Morning,0,25-44
5707,User5707,34.0,Non-Binary,Mobile,Side,Social Media,Afternoon,0,25-44
3440,User3440,43.5,Female,Mobile,Top,Other,Evening,0,25-44
9172,User9172,60.0,Male,Mobile,Bottom,Social Media,Evening,0,60+
4732,User4732,37.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
474,User474,57.0,Female,Tablet,Bottom,Other,Evening,0,45-59
7968,User7968,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
4650,User4650,43.5,Female,Mobile,Top,Other,Night,0,25-44
6886,User6886,43.0,Male,Mobile,Bottom,Social Media,Evening,1,25-44
5000,User5000,57.0,Female,Tablet,Top,Education,Afternoon,0,45-59
9092,User9092,43.0,Female,Mobile,Top,Social Media,Morning,0,25-44
8119,User8119,43.0,Non-Binary,Mobile,Top,Social Media,Night,0,25-44
5414,User5414,37.0,Female,Desktop,Bottom,Entertainment,Evening,1,25-44
9793,User9793,43.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
6287,User6287,40.0,Non-Binary,Tablet,Bottom,News,Morning,1,25-44
9906,User9906,43.5,Male,Mobile,Side,Other,Night,0,25-44
4114,User4114,38.0,Female,Desktop,Top,Entertainment,Morning,0,25-44
4057,User4057,42.0,Female,Desktop,Side,Education,Evening,1,25-44
9786,User9786,24.0,Female,Mobile,Top,Other,Afternoon,0,18-24
6239,User6239,41.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
1391,User1391,23.0,Female,Mobile,Top,Other,Afternoon,0,18-24
7990,User7990,43.0,Male,Desktop,Side,Social Media,Morning,0,25-44
669,User669,41.0,Female,Desktop,Bottom,News,Afternoon,0,25-44
2211,User2211,46.0,Male,Mobile,Bottom,Social Media,Night,0,45-59
9425,User9425,56.0,Female,Tablet,Bottom,News,Afternoon,0,45-59
2282,User2282,50.0,Non-Binary,Tablet,Top,News,Evening,0,45-59
784,User784,56.0,Female,Mobile,Top,Other,Morning,0,45-59
9367,User9367,21.0,Male,Mobile,Top,Social Media,Night,0,18-24
969,User969,43.5,Male,Mobile,Top,Other,Evening,0,25-44
7720,User7720,46.0,Female,Tablet,Top,Social Media,Morning,0,45-59
2249,User2249,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
3940,User3940,21.0,Female,Mobile,Top,Other,Evening,0,18-24
2405,User2405,41.0,Non-Binary,Desktop,Bottom,News,Morning,0,25-44
3558,User3558,38.0,Female,Mobile,Top,Other,Morning,0,25-44
1466,User1466,21.0,Female,Mobile,Side,Other,Evening,0,18-24
4144,User4144,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
9070,User9070,41.0,Non-Binary,Tablet,Bottom,News,Morning,1,25-44
3751,User3751,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
6867,User6867,54.0,Male,Mobile,Top,Social Media,Night,0,45-59
6768,User6768,53.0,Male,Mobile,Side,Shopping,Night,0,45-59
9554,User9554,41.0,Non-Binary,Tablet,Side,News,Night,0,25-44
9558,User9558,41.0,Male,Tablet,Side,News,Evening,0,25-44
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1,25-44
9949,User9949,39.0,Male,Desktop,Bottom,Social Media,Night,0,25-44
9953,User9953,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
9050,User9050,41.0,Non-Binary,Desktop,Bottom,News,Night,0,25-44
9174,User9174,49.0,Female,Mobile,Top,Other,Evening,0,45-59
1776,User1776,39.0,Male,Mobile,Top,Social Media,Morning,0,25-44
6527,User6527,41.0,Non-Binary,Desktop,Side,News,Evening,0,25-44
3943,User3943,45.0,Male,Mobile,Side,Other,Afternoon,0,45-59
8196,User8196,40.5,Female,Desktop,Bottom,Shopping,Evening,0,25-44
7420,User7420,44.0,Male,Mobile,Top,Social Media,Night,0,25-44
5066,User5066,46.0,Male,Mobile,Side,Social Media,Morning,1,45-59
8049,User8049,42.0,Male,Desktop,Top,Education,Evening,0,25-44
7138,User7138,26.0,Male,Tablet,Top,Social Media,Night,1,25-44
9805,User9805,47.0,Female,Tablet,Bottom,Other,Evening,0,45-59
7154,User7154,44.0,Male,Tablet,Bottom,News,Night,0,25-44
620,User620,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
3371,User3371,25.0,Male,Mobile,Top,Other,Morning,0,25-44
1858,User1858,39.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
6378,User6378,51.0,Non-Binary,Desktop,Bottom,News,Evening,0,45-59
8114,User8114,41.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
3875,User3875,40.5,Non-Binary,Mobile,Bottom,Shopping,Evening,0,25-44
7007,User7007,41.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
190,User190,37.0,Female,Mobile,Top,Entertainment,Night,0,25-44
4963,User4963,43.0,Male,Desktop,Top,Social Media,Night,0,25-44
8729,User8729,41.0,Female,Desktop,Side,News,Afternoon,0,25-44
680,User680,41.0,Male,Mobile,Bottom,News,Night,0,25-44
985,User985,46.0,Male,Desktop,Top,Shopping,Afternoon,0,45-59
82,User82,43.0,Male,Mobile,Side,Social Media,Evening,0,25-44
8144,User8144,64.0,Non-Binary,Tablet,Bottom,News,Morning,0,60+
2150,User2150,39.0,Male,Mobile,Top,Social Media,Night,0,25-44
4675,User4675,42.0,Female,Tablet,Top,Education,Night,0,25-44
1653,User1653,37.0,Male,Mobile,Top,News,Evening,0,25-44
764,User764,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
6457,User6457,51.0,Female,Desktop,Side,News,Afternoon,0,45-59
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,25-44
7516,User7516,37.0,Female,Desktop,Side,Entertainment,Evening,0,25-44
3117,User3117,21.0,Non-Binary,Tablet,Bottom,News,Afternoon,1,18-24
3071,User3071,39.0,Non-Binary,Desktop,Top,News,Evening,0,25-44
5543,User5543,43.5,Female,Tablet,Bottom,Other,Afternoon,0,25-44
6494,User6494,43.5,Male,Mobile,Top,Other,Evening,0,25-44
2289,User2289,40.5,Female,Desktop,Bottom,Shopping,Morning,1,25-44
9511,User9511,37.0,Female,Desktop,Side,News,Evening,0,25-44
2425,User2425,42.0,Male,Tablet,Top,Entertainment,Morning,0,25-44
112,User112,41.0,Female,Tablet,Top,News,Evening,0,25-44
4034,User4034,43.0,Female,Desktop,Top,Shopping,Night,1,25-44
6132,User6132,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
7619,User7619,62.0,Male,Mobile,Side,Other,Night,0,60+
342,User342,28.0,Male,Mobile,Side,Social Media,Night,0,25-44
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1,18-24
4634,User4634,40.5,Female,Desktop,Side,Shopping,Afternoon,0,25-44
992,User992,42.0,Female,Desktop,Bottom,Education,Night,0,25-44
3180,User3180,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
8631,User8631,41.0,Non-Binary,Desktop,Top,News,Morning,1,25-44
4325,User4325,40.5,Male,Tablet,Side,Shopping,Morning,0,25-44
4140,User4140,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
3343,User3343,39.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
8493,User8493,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
5119,User5119,37.0,Female,Desktop,Bottom,Entertainment,Morning,0,25-44
9149,User9149,24.0,Female,Mobile,Side,Entertainment,Night,1,18-24
1926,User1926,50.0,Male,Mobile,Bottom,Social Media,Night,0,45-59
7745,User7745,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
1606,User1606,43.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
1651,User1651,35.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
2346,User2346,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
6581,User6581,33.0,Non-Binary,Mobile,Bottom,News,Night,1,25-44
8701,User8701,43.5,Female,Mobile,Top,Other,Evening,0,25-44
5105,User5105,64.0,Male,Tablet,Top,Entertainment,Morning,0,60+
4459,User4459,41.0,Male,Desktop,Top,News,Afternoon,0,25-44
9690,User9690,41.0,Non-Binary,Tablet,Side,News,Night,0,25-44
8916,User8916,42.0,Male,Tablet,Bottom,Education,Morning,0,25-44
6869,User6869,40.5,Female,Desktop,Bottom,Shopping,Morning,0,25-44
9180,User9180,52.0,Female,Desktop,Bottom,Education,Night,0,45-59
8809,User8809,42.0,Male,Mobile,Side,Other,Morning,0,25-44
9472,User9472,25.0,Male,Mobile,Top,Social Media,Evening,0,25-44
8972,User8972,41.0,Female,Tablet,Bottom,News,Night,0,25-44
7505,User7505,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
6842,User6842,37.0,Female,Desktop,Side,Entertainment,Afternoon,0,25-44
4661,User4661,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
8071,User8071,43.5,Female,Mobile,Top,Other,Morning,0,25-44
8906,User8906,40.5,Male,Desktop,Top,Shopping,Night,1,25-44
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1,25-44
6155,User6155,57.0,Female,Tablet,Top,News,Evening,0,45-59
235,User235,55.0,Male,Mobile,Side,Social Media,Morning,0,45-59
9148,User9148,19.0,Male,Mobile,Bottom,Social Media,Night,0,18-24
7064,User7064,61.0,Female,Tablet,Side,News,Night,0,60+
8750,User8750,43.5,Female,Mobile,Top,Other,Evening,0,25-44
7533,User7533,40.5,Female,Tablet,Side,Shopping,Night,0,25-44
7544,User7544,41.0,Female,Mobile,Top,News,Afternoon,1,25-44
5266,User5266,55.0,Female,Tablet,Bottom,Other,Night,0,45-59
1229,User1229,22.0,Female,Desktop,Bottom,Entertainment,Morning,0,18-24
4092,User4092,47.0,Female,Mobile,Top,Shopping,Night,0,45-59
9234,User9234,20.0,Male,Desktop,Bottom,News,Morning,1,18-24
9267,User9267,20.0,Non-Binary,Desktop,Top,News,Morning,1,18-24
170,User170,64.0,Female,Tablet,Bottom,Other,Afternoon,0,60+
7800,User7800,53.0,Non-Binary,Desktop,Bottom,News,Night,0,45-59
323,User323,42.0,Female,Desktop,Top,Education,Afternoon,0,25-44
5217,User5217,40.5,Female,Desktop,Side,Shopping,Night,0,25-44
4956,User4956,42.0,Male,Mobile,Bottom,Social Media,Morning,0,25-44
1401,User1401,34.0,Female,Mobile,Top,Other,Evening,0,25-44
5526,User5526,20.0,Female,Mobile,Side,Other,Morning,0,18-24
8924,User8924,36.0,Non-Binary,Tablet,Top,News,Afternoon,0,25-44
4643,User4643,41.0,Male,Desktop,Top,News,Night,0,25-44
8491,User8491,40.0,Male,Mobile,Top,Social Media,Morning,0,25-44
2339,User2339,41.0,Female,Desktop,Top,News,Afternoon,0,25-44
7518,User7518,41.0,Male,Desktop,Bottom,News,Evening,1,25-44
4701,User4701,34.0,Female,Tablet,Top,Shopping,Night,0,25-44
8666,User8666,57.0,Male,Desktop,Side,Entertainment,Morning,0,45-59
5436,User5436,40.0,Female,Desktop,Top,News,Afternoon,1,25-44
5924,User5924,42.0,Male,Tablet,Side,Education,Morning,0,25-44
1562,User1562,51.0,Non-Binary,Mobile,Bottom,News,Evening,0,45-59
2228,User2228,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
6730,User6730,64.0,Male,Mobile,Bottom,Social Media,Night,0,60+
4804,User4804,41.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
8512,User8512,41.0,Non-Binary,Mobile,Top,News,Morning,0,25-44
8454,User8454,18.0,Non-Binary,Tablet,Side,News,Evening,0,18-24
3951,User3951,41.0,Male,Tablet,Bottom,News,Night,0,25-44
6835,User6835,49.0,Female,Tablet,Side,Shopping,Afternoon,0,45-59
5862,User5862,56.0,Male,Desktop,Side,News,Night,0,45-59
7856,User7856,63.0,Male,Desktop,Side,News,Evening,0,60+
7172,User7172,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
1817,User1817,22.0,Female,Mobile,Top,Other,Night,0,18-24
2788,User2788,26.0,Male,Tablet,Bottom,Other,Night,0,25-44
8921,User8921,18.0,Female,Desktop,Top,Entertainment,Night,0,18-24
4483,User4483,41.0,Male,Desktop,Top,News,Evening,1,25-44
922,User922,48.0,Female,Tablet,Bottom,Other,Evening,0,45-59
3271,User3271,23.0,Male,Desktop,Top,Entertainment,Afternoon,0,18-24
8837,User8837,43.5,Male,Tablet,Bottom,Other,Evening,0,25-44
2735,User2735,30.0,Male,Mobile,Bottom,Social Media,Evening,0,25-44
2782,User2782,58.0,Non-Binary,Tablet,Bottom,News,Evening,0,45-59
1722,User1722,36.0,Female,Mobile,Top,Social Media,Night,0,25-44
5895,User5895,43.5,Female,Mobile,Side,Other,Morning,0,25-44
9107,User9107,62.0,Male,Mobile,Top,Social Media,Morning,0,60+
5189,User5189,41.0,Female,Tablet,Bottom,News,Morning,0,25-44
9954,User9954,56.0,Male,Desktop,Side,Entertainment,Morning,0,45-59
6788,User6788,18.0,Male,Mobile,Top,Social Media,Night,0,18-24
6959,User6959,39.0,Female,Desktop,Top,News,Evening,1,25-44
6122,User6122,40.0,Non-Binary,Mobile,Side,News,Night,0,25-44
68,User68,41.0,Male,Tablet,Side,News,Evening,0,25-44
1638,User1638,53.0,Non-Binary,Tablet,Bottom,Education,Evening,0,45-59
5490,User5490,50.0,Male,Mobile,Top,Social Media,Night,0,45-59
3741,User3741,43.5,Female,Mobile,Top,Other,Evening,0,25-44
5869,User5869,43.5,Female,Mobile,Top,Other,Evening,0,25-44
8774,User8774,41.0,Female,Desktop,Top,News,Evening,0,25-44
5421,User5421,47.0,Female,Tablet,Bottom,Other,Morning,0,45-59
5489,User5489,43.5,Male,Tablet,Bottom,Other,Evening,0,25-44
1428,User1428,41.0,Male,Desktop,Top,News,Evening,0,25-44
3073,User3073,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
2787,User2787,32.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
9527,User9527,44.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
4969,User4969,62.0,Female,Tablet,Side,News,Evening,0,60+
1919,User1919,41.0,Female,Tablet,Bottom,News,Night,0,25-44
8339,User8339,41.0,Female,Mobile,Side,Education,Morning,0,25-44
6413,User6413,40.5,Female,Mobile,Top,Shopping,Night,0,25-44
8277,User8277,44.0,Female,Tablet,Bottom,News,Evening,0,25-44
8606,User8606,28.0,Male,Mobile,Side,News,Night,0,25-44
6979,User6979,62.0,Female,Mobile,Top,Other,Morning,0,60+
3045,User3045,43.0,Male,Mobile,Bottom,Social Media,Afternoon,0,25-44
6063,User6063,18.0,Non-Binary,Desktop,Side,News,Evening,0,18-24
2076,User2076,18.0,Female,Mobile,Bottom,News,Morning,0,18-24
3245,User3245,40.0,Male,Desktop,Side,Shopping,Afternoon,1,25-44
8522,User8522,40.5,Female,Desktop,Side,Shopping,Evening,0,25-44
9013,User9013,43.5,Female,Mobile,Top,Other,Night,0,25-44
4042,User4042,47.0,Female,Tablet,Bottom,Other,Night,0,45-59
6186,User6186,48.0,Female,Mobile,Side,Other,Night,0,45-59
6505,User6505,37.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
6116,User6116,42.0,Female,Mobile,Side,Education,Evening,0,25-44
1791,User1791,42.0,Female,Tablet,Bottom,Education,Night,0,25-44
6475,User6475,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
1207,User1207,42.0,Female,Mobile,Bottom,Education,Evening,0,25-44
5386,User5386,57.0,Female,Mobile,Top,Social Media,Evening,0,45-59
6015,User6015,42.0,Female,Desktop,Bottom,Education,Morning,0,25-44
742,User742,21.0,Female,Mobile,Bottom,Shopping,Morning,0,18-24
4411,User4411,49.0,Non-Binary,Tablet,Bottom,News,Morning,0,45-59
1937,User1937,26.0,Male,Mobile,Side,Social Media,Night,0,25-44
